,Year,Major,Gender,Admission
783,1973,Other,M,Rejected
784,1973,Other,M,Rejected
785,1973,Other,M,Accepted
786,1973,Other,M,Rejected
787,1973,Department of Economics,M,Accepted
788,1973,Other,F,Accepted
789,1973,Other,F,Accepted
790,1973,Other,M,Rejected
791,1973,School of Political Science and International Relations,F,Rejected
792,1973,Other,F,Rejected
793,1973,Other,F,Rejected
794,1973,Other,F,Rejected
795,1973,Other,M,Rejected
796,1973,School of Medicine,F,Rejected
797,1973,Other,M,Accepted
798,1973,Other,M,Rejected
799,1973,Other,M,Accepted
800,1973,Other,M,Rejected
801,1973,Other,M,Accepted
802,1973,Department of Mechanical Engineering,M,Rejected
803,1973,Other,M,Rejected
804,1973,Department of Mechanical Engineering,F,Accepted
805,1973,School of Medicine,M,Accepted
806,1973,School of Political Science and International Relations,F,Rejected
807,1973,Department of Mechanical Engineering,M,Rejected
808,1973,School of Political Science and International Relations,M,Rejected
809,1973,Other,M,Rejected
810,1973,Other,F,Accepted
811,1973,School of Political Science and International Relations,F,Accepted
812,1973,Other,M,Rejected
813,1973,Department of Physics and Astronomy,M,Accepted
814,1973,Other,M,Rejected
815,1973,Department of Physics and Astronomy,M,Accepted
816,1973,Department of Physics and Astronomy,M,Accepted
817,1973,Department of Physics and Astronomy,M,Rejected
818,1973,Other,M,Accepted
819,1973,Other,F,Accepted
820,1973,Other,F,Rejected
821,1973,Other,M,Accepted
822,1973,School of Political Science and International Relations,F,Rejected
823,1973,Other,M,Rejected
824,1973,Department of Psychology,M,Rejected
825,1973,Department of Mechanical Engineering,M,Rejected
826,1973,Other,M,Rejected
827,1973,Other,M,Rejected
828,1973,Other,F,Rejected
829,1973,Department of Psychology,F,Accepted
830,1973,Department of Mechanical Engineering,F,Rejected
831,1973,Department of Economics,M,Rejected
832,1973,Department of Economics,M,Accepted
833,1973,Department of Physics and Astronomy,M,Rejected
834,1973,Other,F,Rejected
835,1973,Other,F,Rejected
836,1973,Department of Economics,M,Rejected
837,1973,School of Medicine,F,Rejected
838,1973,Other,F,Accepted
839,1973,Other,M,Rejected
840,1973,Department of Physics and Astronomy,F,Accepted
841,1973,Other,F,Rejected
842,1973,Other,M,Accepted
843,1973,Other,M,Accepted
844,1973,Other,M,Rejected
845,1973,Other,F,Rejected
846,1973,Other,M,Rejected
847,1973,Other,F,Rejected
848,1973,School of Political Science and International Relations,F,Accepted
849,1973,Other,F,Rejected
850,1973,Other,M,Rejected
851,1973,Other,M,Accepted
852,1973,Other,M,Accepted
853,1973,Other,F,Rejected
854,1973,Other,M,Rejected
855,1973,Other,M,Accepted
856,1973,Other,M,Rejected
857,1973,Other,F,Accepted
858,1973,Other,M,Accepted
859,1973,Other,M,Rejected
860,1973,Other,M,Rejected
861,1973,Other,M,Rejected
862,1973,Other,M,Accepted
863,1973,School of Political Science and International Relations,F,Rejected
864,1973,Other,M,Accepted
865,1973,Department of Economics,M,Rejected
866,1973,Department of Mechanical Engineering,F,Rejected
867,1973,Department of Psychology,M,Rejected
868,1973,Department of Psychology,F,Rejected
869,1973,Other,F,Accepted
870,1973,Other,F,Rejected
871,1973,Other,M,Rejected
872,1973,School of Medicine,M,Rejected
873,1973,Other,F,Rejected
874,1973,Other,M,Rejected
875,1973,School of Medicine,M,Rejected
876,1973,Other,M,Accepted
877,1973,School of Medicine,M,Accepted
878,1973,Department of Economics,M,Rejected
879,1973,Other,M,Rejected
880,1973,Other,M,Rejected
881,1973,School of Political Science and International Relations,F,Rejected
882,1973,Department of Psychology,F,Rejected
883,1973,Other,M,Accepted
884,1973,Other,F,Accepted
885,1973,School of Medicine,F,Accepted
886,1973,School of Political Science and International Relations,F,Rejected
887,1973,Other,M,Accepted
888,1973,Other,M,Rejected
889,1973,Other,M,Rejected
890,1973,Other,M,Rejected
891,1973,Other,M,Rejected
892,1973,Other,M,Accepted
893,1973,Other,M,Rejected
894,1973,School of Medicine,F,Rejected
895,1973,Other,M,Accepted
896,1973,Other,F,Accepted
897,1973,Other,M,Rejected
898,1973,Department of Mechanical Engineering,F,Accepted
899,1973,Department of Psychology,F,Rejected
900,1973,Department of Mechanical Engineering,F,Rejected
901,1973,School of Medicine,M,Rejected
902,1973,School of Medicine,F,Rejected
903,1973,Other,F,Accepted
904,1973,Other,M,Accepted
905,1973,Other,M,Rejected
906,1973,Other,M,Rejected
907,1973,Other,M,Accepted
908,1973,Other,M,Accepted
909,1973,Department of Psychology,F,Rejected
910,1973,Other,F,Rejected
911,1973,Other,F,Rejected
912,1973,Other,M,Accepted
913,1973,Other,M,Rejected
914,1973,Other,M,Accepted
915,1973,Department of Mechanical Engineering,M,Rejected
916,1973,School of Political Science and International Relations,F,Rejected
917,1973,Other,M,Accepted
918,1973,Other,M,Rejected
919,1973,Other,F,Rejected
920,1973,Other,F,Accepted
921,1973,Other,M,Accepted
922,1973,Other,F,Rejected
923,1973,Other,M,Rejected
924,1973,School of Medicine,M,Rejected
925,1973,Other,M,Accepted
926,1973,Other,M,Accepted
927,1973,Other,M,Rejected
928,1973,Other,M,Accepted
929,1973,Department of Mechanical Engineering,M,Rejected
930,1973,Other,F,Rejected
931,1973,Department of Psychology,F,Rejected
932,1973,Other,F,Rejected
933,1973,Other,F,Accepted
934,1973,Department of Mechanical Engineering,F,Rejected
935,1973,School of Medicine,F,Rejected
936,1973,Department of Physics and Astronomy,M,Accepted
937,1973,Other,F,Rejected
938,1973,Department of Mechanical Engineering,F,Rejected
939,1973,Other,F,Rejected
940,1973,School of Medicine,M,Rejected
941,1973,Other,M,Rejected
942,1973,Department of Physics and Astronomy,M,Accepted
943,1973,Department of Physics and Astronomy,M,Rejected
944,1973,Other,F,Accepted
945,1973,Other,M,Accepted
946,1973,Department of Psychology,M,Rejected
947,1973,School of Medicine,F,Rejected
948,1973,Department of Mechanical Engineering,F,Rejected
949,1973,Other,F,Accepted
950,1973,School of Political Science and International Relations,F,Rejected
951,1973,School of Political Science and International Relations,M,Rejected
952,1973,Other,F,Rejected
953,1973,Department of Physics and Astronomy,M,Accepted
954,1973,Other,M,Rejected
955,1973,School of Political Science and International Relations,M,Rejected
956,1973,Department of Psychology,M,Accepted
957,1973,Other,M,Rejected
958,1973,School of Medicine,F,Rejected
959,1973,Department of Mechanical Engineering,M,Rejected
960,1973,Department of Physics and Astronomy,M,Accepted
961,1973,School of Medicine,F,Accepted
962,1973,Department of Physics and Astronomy,M,Rejected
963,1973,Other,F,Rejected
964,1973,School of Political Science and International Relations,M,Rejected
965,1973,Department of Economics,M,Accepted
966,1973,Other,F,Rejected
967,1973,Department of Physics and Astronomy,M,Accepted
968,1973,Other,M,Rejected
969,1973,Other,M,Rejected
970,1973,Other,F,Rejected
971,1973,Other,F,Rejected
972,1973,Other,M,Accepted
973,1973,Other,F,Accepted
974,1973,School of Medicine,F,Accepted
975,1973,Department of Mechanical Engineering,M,Rejected
976,1973,School of Medicine,F,Accepted
977,1973,Other,M,Rejected
978,1973,Department of Physics and Astronomy,M,Accepted
979,1973,Other,M,Rejected
980,1973,Other,M,Rejected
981,1973,Other,F,Accepted
982,1973,Other,M,Accepted
983,1973,School of Medicine,F,Rejected
984,1973,Department of Physics and Astronomy,M,Accepted
985,1973,Department of Economics,M,Accepted
986,1973,Other,F,Accepted
987,1973,Department of Psychology,F,Rejected
988,1973,Department of Physics and Astronomy,M,Rejected
989,1973,Department of Physics and Astronomy,M,Accepted
990,1973,Other,F,Rejected
991,1973,Other,M,Rejected
992,1973,Other,M,Rejected
993,1973,Department of Mechanical Engineering,M,Rejected
994,1973,Other,M,Rejected
995,1973,Other,M,Rejected
996,1973,Other,M,Accepted
997,1973,Department of Physics and Astronomy,F,Accepted
998,1973,School of Medicine,F,Rejected
999,1973,School of Political Science and International Relations,M,Rejected
1000,1973,School of Medicine,M,Rejected
1001,1973,Other,M,Accepted
1002,1973,School of Medicine,F,Rejected
1003,1973,Other,F,Rejected
1004,1973,Department of Physics and Astronomy,M,Accepted
1005,1973,School of Medicine,F,Rejected
1006,1973,Department of Psychology,M,Rejected
1007,1973,Other,M,Accepted
1008,1973,Other,F,Accepted
1009,1973,Other,M,Accepted
1010,1973,Department of Physics and Astronomy,M,Rejected
1011,1973,Department of Physics and Astronomy,M,Accepted
1012,1973,Other,F,Rejected
1013,1973,Other,F,Rejected
1014,1973,Department of Mechanical Engineering,F,Rejected
1015,1973,Other,M,Accepted
1016,1973,Department of Economics,M,Rejected
1017,1973,Department of Mechanical Engineering,F,Accepted
1018,1973,Other,M,Rejected
1019,1973,Department of Mechanical Engineering,M,Rejected
1020,1973,School of Medicine,F,Accepted
1021,1973,Department of Mechanical Engineering,F,Rejected
1022,1973,Other,M,Rejected
1023,1973,School of Political Science and International Relations,M,Rejected
1024,1973,Department of Physics and Astronomy,M,Accepted
1025,1973,Department of Physics and Astronomy,M,Accepted
1026,1973,School of Medicine,M,Accepted
1027,1973,Department of Physics and Astronomy,M,Accepted
1028,1973,School of Medicine,F,Accepted
1029,1973,School of Political Science and International Relations,F,Rejected
1030,1973,Department of Physics and Astronomy,M,Accepted
1031,1973,Other,F,Rejected
1032,1973,Department of Psychology,M,Rejected
1033,1973,School of Medicine,F,Rejected
1034,1973,Other,F,Rejected
1035,1973,Department of Psychology,F,Rejected
1036,1973,Department of Physics and Astronomy,M,Accepted
1037,1973,Other,M,Rejected
1038,1973,Department of Mechanical Engineering,F,Rejected
1039,1973,Other,F,Rejected
1040,1973,Other,M,Accepted
1041,1973,Other,F,Rejected
1042,1973,Department of Psychology,F,Accepted
1043,1973,Other,M,Rejected
1044,1973,Other,F,Rejected
1045,1973,Other,M,Rejected
1046,1973,Other,F,Rejected
1047,1973,Other,F,Rejected
1048,1973,Other,F,Rejected
1049,1973,Other,M,Rejected
1050,1973,Other,M,Rejected
1051,1973,Other,M,Rejected
1052,1973,Department of Economics,M,Rejected
1053,1973,School of Political Science and International Relations,F,Rejected
1054,1973,School of Medicine,F,Accepted
1055,1973,Department of Physics and Astronomy,M,Accepted
1056,1973,Department of Physics and Astronomy,M,Accepted
1057,1973,Other,M,Rejected
1058,1973,Other,M,Rejected
1059,1973,Other,M,Rejected
1060,1973,Other,M,Rejected
1061,1973,Department of Mechanical Engineering,M,Rejected
1062,1973,Other,M,Rejected
1063,1973,Other,M,Accepted
1064,1973,Other,M,Accepted
1065,1973,Other,M,Rejected
1066,1973,Other,M,Accepted
1067,1973,Other,F,Accepted
1068,1973,Other,F,Rejected
1069,1973,Department of Psychology,F,Rejected
1070,1973,Other,M,Rejected
1071,1973,Other,M,Rejected
1072,1973,Other,M,Rejected
1073,1973,Other,F,Accepted
1074,1973,Other,F,Accepted
1075,1973,Department of Physics and Astronomy,M,Accepted
1076,1973,Other,M,Rejected
1077,1973,Other,F,Accepted
1078,1973,Department of Psychology,F,Rejected
1079,1973,Other,F,Rejected
1080,1973,Department of Physics and Astronomy,M,Accepted
1081,1973,Other,F,Accepted
1082,1973,Other,M,Accepted
1083,1973,School of Medicine,F,Accepted
1084,1973,Other,M,Accepted
1085,1973,Department of Psychology,M,Rejected
1086,1973,Other,M,Rejected
1087,1973,School of Medicine,F,Accepted
1088,1973,Other,M,Accepted
1089,1973,Department of Physics and Astronomy,M,Accepted
1090,1973,Other,M,Rejected
1091,1973,Other,F,Accepted
1092,1973,Other,M,Rejected
1093,1973,Other,M,Rejected
1094,1973,Other,M,Rejected
1095,1973,Other,M,Accepted
1096,1973,School of Medicine,M,Rejected
1097,1973,Other,M,Rejected
1098,1973,Department of Physics and Astronomy,M,Accepted
1099,1973,Department of Physics and Astronomy,M,Accepted
1100,1973,Other,F,Rejected
1101,1973,Other,M,Rejected
1102,1973,Department of Mechanical Engineering,M,Accepted
1103,1973,Department of Physics and Astronomy,M,Accepted
1104,1973,Other,M,Rejected
1105,1973,Other,M,Accepted
1106,1973,Other,M,Accepted
1107,1973,Department of Mechanical Engineering,M,Rejected
1108,1973,Other,M,Rejected
1109,1973,Other,F,Rejected
1110,1973,Department of Economics,F,Accepted
1111,1973,Other,M,Accepted
1112,1973,Other,M,Accepted
1113,1973,Other,M,Accepted
1114,1973,School of Medicine,M,Accepted
1115,1973,Other,F,Rejected
1116,1973,Other,M,Rejected
1117,1973,Other,F,Rejected
1118,1973,Other,M,Rejected
1119,1973,Other,F,Rejected
1120,1973,Department of Economics,M,Accepted
1121,1973,Other,M,Accepted
1122,1973,Other,F,Rejected
1123,1973,School of Medicine,M,Rejected
1124,1973,Other,F,Rejected
1125,1973,Other,F,Rejected
1126,1973,Other,M,Rejected
1127,1973,Other,M,Rejected
1128,1973,School of Medicine,F,Accepted
1129,1973,Department of Psychology,F,Rejected
1130,1973,Other,M,Accepted
1131,1973,Department of Physics and Astronomy,M,Accepted
1132,1973,Other,F,Accepted
1133,1973,Other,M,Rejected
1134,1973,Other,M,Accepted
1135,1973,Other,F,Rejected
1136,1973,Other,M,Rejected
1137,1973,Other,M,Rejected
1138,1973,Other,M,Rejected
1139,1973,Other,M,Accepted
1140,1973,Department of Physics and Astronomy,M,Accepted
1141,1973,Other,M,Rejected
1142,1973,School of Medicine,M,Rejected
1143,1973,Department of Physics and Astronomy,M,Accepted
1144,1973,Department of Psychology,F,Rejected
1145,1973,Department of Physics and Astronomy,M,Accepted
1146,1973,Department of Economics,M,Accepted
1147,1973,Department of Psychology,M,Rejected
1148,1973,Other,M,Accepted
1149,1973,Other,F,Accepted
1150,1973,Other,F,Rejected
1151,1973,Department of Physics and Astronomy,M,Accepted
1152,1973,Other,F,Rejected
1153,1973,School of Medicine,F,Accepted
1154,1973,Other,M,Accepted
1155,1973,Other,F,Accepted
1156,1973,Other,F,Accepted
1157,1973,Department of Economics,M,Accepted
1158,1973,Other,M,Rejected
1159,1973,Department of Physics and Astronomy,M,Accepted
1160,1973,Department of Physics and Astronomy,M,Rejected
1161,1973,Department of Mechanical Engineering,M,Rejected
1162,1973,Other,F,Accepted
1163,1973,Other,F,Rejected
1164,1973,Other,M,Rejected
1165,1973,Other,M,Rejected
1166,1973,School of Medicine,M,Accepted
1167,1973,Other,M,Rejected
1168,1973,Other,M,Accepted
1169,1973,Other,F,Rejected
1170,1973,Other,M,Rejected
1171,1973,Other,M,Rejected
1172,1973,Other,F,Rejected
1173,1973,Department of Psychology,M,Rejected
1174,1973,Other,M,Accepted
1175,1973,Department of Psychology,F,Rejected
1176,1973,Other,M,Rejected
1177,1973,Other,M,Rejected
1178,1973,Other,F,Accepted
1179,1973,Department of Physics and Astronomy,M,Accepted
1180,1973,Other,M,Accepted
1181,1973,Other,M,Rejected
1182,1973,Other,M,Rejected
1183,1973,Other,M,Accepted
1184,1973,Department of Physics and Astronomy,M,Accepted
1185,1973,Department of Physics and Astronomy,M,Accepted
1186,1973,Department of Economics,F,Accepted
1187,1973,Other,M,Accepted
1188,1973,Other,M,Accepted
1189,1973,Department of Mechanical Engineering,F,Rejected
1190,1973,Department of Psychology,F,Rejected
1191,1973,Other,M,Accepted
1192,1973,Department of Mechanical Engineering,M,Rejected
1193,1973,Other,M,Rejected
1194,1973,Other,M,Rejected
1195,1973,Department of Mechanical Engineering,M,Rejected
1196,1973,Other,M,Rejected
1197,1973,Other,M,Rejected
1198,1973,Department of Psychology,F,Rejected
1199,1973,Department of Mechanical Engineering,F,Accepted
1200,1973,Department of Mechanical Engineering,F,Accepted
1201,1973,Other,M,Rejected
1202,1973,School of Political Science and International Relations,F,Rejected
1203,1973,Other,M,Rejected
1204,1973,Department of Economics,M,Rejected
1205,1973,Other,M,Rejected
1206,1973,Department of Physics and Astronomy,M,Accepted
1207,1973,School of Medicine,M,Rejected
1208,1973,School of Medicine,F,Accepted
1209,1973,Other,F,Rejected
1210,1973,Other,M,Rejected
1211,1973,School of Political Science and International Relations,M,Accepted
1212,1973,Other,M,Rejected
1213,1973,Other,F,Rejected
1214,1973,Department of Psychology,M,Rejected
1215,1973,School of Medicine,F,Rejected
1216,1973,Other,M,Rejected
1217,1973,Other,F,Rejected
1218,1973,Other,M,Accepted
1219,1973,Other,M,Rejected
1220,1973,Department of Psychology,F,Rejected
1221,1973,Other,M,Rejected
1222,1973,School of Medicine,F,Rejected
1223,1973,Other,F,Accepted
1224,1973,Other,M,Accepted
1225,1973,Other,F,Rejected
1226,1973,Other,M,Rejected
1227,1973,Other,M,Rejected
1228,1973,School of Medicine,F,Rejected
1229,1973,Other,M,Accepted
1230,1973,Other,M,Rejected
1231,1973,Other,M,Rejected
1232,1973,Other,M,Accepted
1233,1973,Other,M,Rejected
1234,1973,Department of Psychology,F,Rejected
1235,1973,Other,M,Rejected
1236,1973,Department of Physics and Astronomy,M,Accepted
1237,1973,Department of Physics and Astronomy,M,Accepted
1238,1973,Department of Physics and Astronomy,M,Accepted
